,key_id,tournament_id,stage_number,stage_name,group_name,position,team_id,played,wins,draws,losses,goals_for,goals_against,points,advanced
309,310,WC-1998,1,group stage,Group E,4,T-71,3,0,1,2,2,9,1,0
310,311,WC-1998,1,group stage,Group F,1,T-31,3,2,1,0,6,2,7,1
311,312,WC-1998,1,group stage,Group F,2,T-87,3,2,1,0,4,2,7,1
312,313,WC-1998,1,group stage,Group F,3,T-38,3,1,0,2,2,4,3,0
313,314,WC-1998,1,group stage,Group F,4,T-83,3,0,0,3,1,5,0,0
314,315,WC-1998,1,group stage,Group G,1,T-61,3,2,1,0,4,2,7,1
315,316,WC-1998,1,group stage,Group G,2,T-28,3,2,0,1,5,2,6,1
316,317,WC-1998,1,group stage,Group G,3,T-16,3,1,0,2,1,3,3,0
317,318,WC-1998,1,group stage,Group G,4,T-79,3,0,1,2,1,4,1,0
318,319,WC-1998,1,group stage,Group H,1,T-03,3,3,0,0,7,0,9,1
319,320,WC-1998,1,group stage,Group H,2,T-18,3,2,0,1,4,2,6,1
320,321,WC-1998,1,group stage,Group H,3,T-43,3,1,0,2,3,9,3,0
321,322,WC-1998,1,group stage,Group H,4,T-44,3,0,0,3,1,4,0,0
322,323,WC-1999,1,group stage,Group A,1,T-83,3,3,0,0,13,1,9,1
323,324,WC-1999,1,group stage,Group A,2,T-50,3,2,0,1,5,8,6,1
324,325,WC-1999,1,group stage,Group A,3,T-51,3,1,0,2,4,6,3,0
325,326,WC-1999,1,group stage,Group A,4,T-22,3,0,0,3,1,8,0,0
326,327,WC-1999,1,group stage,Group B,1,T-09,3,2,1,0,12,4,7,1
327,328,WC-1999,1,group stage,Group B,2,T-31,3,1,2,0,10,4,5,1
328,329,WC-1999,1,group stage,Group B,3,T-41,3,1,1,1,3,3,4,0
329,330,WC-1999,1,group stage,Group B,4,T-46,3,0,0,3,1,15,0,0
330,331,WC-1999,1,group stage,Group C,1,T-53,3,3,0,0,13,2,9,1
331,332,WC-1999,1,group stage,Group C,2,T-62,3,2,0,1,10,3,6,1
332,333,WC-1999,1,group stage,Group C,3,T-12,3,0,1,2,3,12,1,0
333,334,WC-1999,1,group stage,Group C,4,T-44,3,0,1,2,1,10,1,0
334,335,WC-1999,1,group stage,Group D,1,T-14,3,3,0,0,12,2,9,1
335,336,WC-1999,1,group stage,Group D,2,T-74,3,2,0,1,6,3,6,1
336,337,WC-1999,1,group stage,Group D,3,T-04,3,0,1,2,3,7,1,0
337,338,WC-1999,1,group stage,Group D,4,T-32,3,0,1,2,1,10,1,0
338,339,WC-2002,1,group stage,Group A,1,T-22,3,2,1,0,5,2,7,1
339,340,WC-2002,1,group stage,Group A,2,T-65,3,1,2,0,5,4,5,1
340,341,WC-2002,1,group stage,Group A,3,T-84,3,0,2,1,4,5,2,0
341,342,WC-2002,1,group stage,Group A,4,T-30,3,0,1,2,0,3,1,0
342,343,WC-2002,1,group stage,Group B,1,T-73,3,3,0,0,9,4,9,1
343,344,WC-2002,1,group stage,Group B,2,T-55,3,1,1,1,6,6,4,1
344,345,WC-2002,1,group stage,Group B,3,T-70,3,1,1,1,5,5,4,0
345,346,WC-2002,1,group stage,Group B,4,T-69,3,0,0,3,2,7,0,0
346,347,WC-2002,1,group stage,Group C,1,T-09,3,3,0,0,11,3,9,1
347,348,WC-2002,1,group stage,Group C,2,T-80,3,1,1,1,5,3,4,1
348,349,WC-2002,1,group stage,Group C,3,T-17,3,1,1,1,5,6,4,0
349,350,WC-2002,1,group stage,Group C,4,T-14,3,0,0,3,0,9,0,0
350,351,WC-2002,1,group stage,Group D,1,T-71,3,2,1,0,4,1,7,1
351,352,WC-2002,1,group stage,Group D,2,T-83,3,1,1,1,5,6,4,1
352,353,WC-2002,1,group stage,Group D,3,T-58,3,1,0,2,6,4,3,0
353,354,WC-2002,1,group stage,Group D,4,T-57,3,1,0,2,3,7,3,0
354,355,WC-2002,1,group stage,Group E,1,T-31,3,2,1,0,11,1,7,1
355,356,WC-2002,1,group stage,Group E,2,T-60,3,1,2,0,5,2,5,1
356,357,WC-2002,1,group stage,Group E,3,T-11,3,1,1,1,2,3,4,0
357,358,WC-2002,1,group stage,Group E,4,T-63,3,0,0,3,0,12,0,0
358,359,WC-2002,1,group stage,Group F,1,T-74,3,1,2,0,4,3,5,1
359,360,WC-2002,1,group stage,Group F,2,T-28,3,1,2,0,2,1,5,1
360,361,WC-2002,1,group stage,Group F,3,T-03,3,1,1,1,2,2,4,0
361,362,WC-2002,1,group stage,Group F,4,T-50,3,0,1,2,1,3,1,0
362,363,WC-2002,1,group stage,Group G,1,T-46,3,2,1,0,4,2,7,1
363,364,WC-2002,1,group stage,Group G,2,T-41,3,1,1,1,4,3,4,1
364,365,WC-2002,1,group stage,Group G,3,T-18,3,1,0,2,2,3,3,0
365,366,WC-2002,1,group stage,Group G,4,T-25,3,1,0,2,2,4,3,0
366,367,WC-2002,1,group stage,Group H,1,T-44,3,2,1,0,5,2,7,1
367,368,WC-2002,1,group stage,Group H,2,T-06,3,1,2,0,6,5,5,1
368,369,WC-2002,1,group stage,Group H,3,T-62,3,1,0,2,4,4,3,0
369,370,WC-2002,1,group stage,Group H,4,T-79,3,0,1,2,1,5,1,0
370,371,WC-2003,1,group stage,Group A,1,T-83,3,3,0,0,11,1,9,1
371,372,WC-2003,1,group stage,Group A,2,T-74,3,2,0,1,5,3,6,1
372,373,WC-2003,1,group stage,Group A,3,T-51,3,1,0,2,3,4,3,0
373,374,WC-2003,1,group stage,Group A,4,T-50,3,0,0,3,0,11,0,0
374,375,WC-2003,1,group stage,Group B,1,T-09,3,2,1,0,8,2,7,1
375,376,WC-2003,1,group stage,Group B,2,T-53,3,2,0,1,10,5,6,1
376,377,WC-2003,1,group stage,Group B,3,T-30,3,1,1,1,2,3,4,0
377,378,WC-2003,1,group stage,Group B,4,T-71,3,0,0,3,1,11,0,0
378,379,WC-2003,1,group stage,Group C,1,T-31,3,3,0,0,13,2,9,1
379,380,WC-2003,1,group stage,Group C,2,T-12,3,2,0,1,7,5,6,1
380,381,WC-2003,1,group stage,Group C,3,T-44,3,1,0,2,7,6,3,0
381,382,WC-2003,1,group stage,Group C,4,T-03,3,0,0,3,1,15,0,0
382,383,WC-2003,1,group stage,Group D,1,T-14,3,2,1,0,3,1,7,1
383,384,WC-2003,1,group stage,Group D,2,T-62,3,2,0,1,5,2,6,1
384,385,WC-2003,1,group stage,Group D,3,T-32,3,1,0,2,2,5,3,0
385,386,WC-2003,1,group stage,Group D,4,T-04,3,0,1,2,3,5,1,0
386,387,WC-2006,1,group stage,Group A,1,T-31,3,3,0,0,8,2,9,1
387,388,WC-2006,1,group stage,Group A,2,T-25,3,2,0,1,5,3,6,1
388,389,WC-2006,1,group stage,Group A,3,T-57,3,1,0,2,2,4,3,0
389,390,WC-2006,1,group stage,Group A,4,T-17,3,0,0,3,3,9,0,0
390,391,WC-2006,1,group stage,Group B,1,T-28,3,2,1,0,5,2,7,1
391,392,WC-2006,1,group stage,Group B,2,T-74,3,1,2,0,3,2,5,1
392,393,WC-2006,1,group stage,Group B,3,T-55,3,1,0,2,2,2,3,0
393,394,WC-2006,1,group stage,Group B,4,T-78,3,0,1,2,0,4,1,0
394,395,WC-2006,1,group stage,Group C,1,T-03,3,2,1,0,8,1,7,1
395,396,WC-2006,1,group stage,Group C,2,T-48,3,2,1,0,3,1,7,1
396,397,WC-2006,1,group stage,Group C,3,T-42,3,1,0,2,5,6,3,0
397,398,WC-2006,1,group stage,Group C,4,T-67,3,0,0,3,2,10,0,0
398,399,WC-2006,1,group stage,Group D,1,T-58,3,3,0,0,5,1,9,1
399,400,WC-2006,1,group stage,Group D,2,T-46,3,1,1,1,4,3,4,1
400,401,WC-2006,1,group stage,Group D,3,T-02,3,0,2,1,1,2,2,0
401,402,WC-2006,1,group stage,Group D,4,T-38,3,0,1,2,2,6,1,0
402,403,WC-2006,1,group stage,Group E,1,T-41,3,2,1,0,5,1,7,1
403,404,WC-2006,1,group stage,Group E,2,T-32,3,2,0,1,4,3,6,1
404,405,WC-2006,1,group stage,Group E,3,T-20,3,1,0,2,3,4,3,0
405,406,WC-2006,1,group stage,Group E,4,T-83,3,0,1,2,2,6,1,0
406,407,WC-2006,1,group stage,Group F,1,T-09,3,3,0,0,7,1,9,1
407,408,WC-2006,1,group stage,Group F,2,T-04,3,1,1,1,5,5,4,1
408,409,WC-2006,1,group stage,Group F,3,T-18,3,0,2,1,2,3,2,0
409,410,WC-2006,1,group stage,Group F,4,T-44,3,0,1,2,2,7,1,0
410,411,WC-2006,1,group stage,Group G,1,T-75,3,2,1,0,4,0,7,1
411,412,WC-2006,1,group stage,Group G,2,T-30,3,1,2,0,3,1,5,1
412,413,WC-2006,1,group stage,Group G,3,T-71,3,1,1,1,3,4,4,0
413,414,WC-2006,1,group stage,Group G,4,T-77,3,0,0,3,1,6,0,0
414,415,WC-2006,1,group stage,Group H,1,T-73,3,3,0,0,8,1,9,1
415,416,WC-2006,1,group stage,Group H,2,T-81,3,2,0,1,5,4,6,1
416,417,WC-2006,1,group stage,Group H,3,T-79,3,0,1,2,3,6,1,0
417,418,WC-2006,1,group stage,Group H,4,T-63,3,0,1,2,2,7,1,0
418,419,WC-2007,1,group stage,Group A,1,T-31,3,2,1,0,13,0,7,1
419,420,WC-2007,1,group stage,Group A,2,T-28,3,1,2,0,8,3,5,1
420,421,WC-2007,1,group stage,Group A,3,T-44,3,1,1,1,3,4,4,0
421,422,WC-2007,1,group stage,Group A,4,T-03,3,0,0,3,1,18,0,0
422,423,WC-2007,1,group stage,Group B,1,T-83,3,2,1,0,5,2,7,1
423,424,WC-2007,1,group stage,Group B,2,T-51,3,1,1,1,5,4,4,1
424,425,WC-2007,1,group stage,Group B,3,T-74,3,1,1,1,3,4,4,0
425,426,WC-2007,1,group stage,Group B,4,T-50,3,0,1,2,1,4,1,0
426,427,WC-2007,1,group stage,Group C,1,T-53,3,2,1,0,10,4,7,1
427,428,WC-2007,1,group stage,Group C,2,T-04,3,1,2,0,7,4,5,1
428,429,WC-2007,1,group stage,Group C,3,T-12,3,1,1,1,7,4,4,0
429,430,WC-2007,1,group stage,Group C,4,T-32,3,0,0,3,3,15,0,0
430,431,WC-2007,1,group stage,Group D,1,T-09,3,3,0,0,10,0,9,1
431,432,WC-2007,1,group stage,Group D,2,T-14,3,2,0,1,5,6,6,1
432,433,WC-2007,1,group stage,Group D,3,T-22,3,1,0,2,4,4,3,0
433,434,WC-2007,1,group stage,Group D,4,T-49,3,0,0,3,0,9,0,0
434,435,WC-2010,1,group stage,Group A,1,T-84,3,2,1,0,4,0,7,1
435,436,WC-2010,1,group stage,Group A,2,T-46,3,1,1,1,3,2,4,1
436,437,WC-2010,1,group stage,Group A,3,T-70,3,1,1,1,3,5,4,0
437,438,WC-2010,1,group stage,Group A,4,T-30,3,0,1,2,1,4,1,0
438,439,WC-2010,1,group stage,Group B,1,T-03,3,3,0,0,7,1,9,1
439,440,WC-2010,1,group stage,Group B,2,T-71,3,1,1,1,5,6,4,1
440,441,WC-2010,1,group stage,Group B,3,T-33,3,1,0,2,2,5,3,0
441,442,WC-2010,1,group stage,Group B,4,T-50,3,0,1,2,3,5,1,0
442,443,WC-2010,1,group stage,Group C,1,T-83,3,1,2,0,4,3,5,1
443,444,WC-2010,1,group stage,Group C,2,T-28,3,1,2,0,2,1,5,1
444,445,WC-2010,1,group stage,Group C,3,T-69,3,1,1,1,3,3,4,0
445,446,WC-2010,1,group stage,Group C,4,T-01,3,0,1,2,0,2,1,0
446,447,WC-2010,1,group stage,Group D,1,T-31,3,2,0,1,5,1,6,1
447,448,WC-2010,1,group stage,Group D,2,T-32,3,1,1,1,2,2,4,1
448,449,WC-2010,1,group stage,Group D,3,T-04,3,1,1,1,3,6,4,0
449,450,WC-2010,1,group stage,Group D,4,T-66,3,1,0,2,2,3,3,0
450,451,WC-2010,1,group stage,Group E,1,T-48,3,3,0,0,5,1,9,1
451,452,WC-2010,1,group stage,Group E,2,T-44,3,2,0,1,4,2,6,1
452,453,WC-2010,1,group stage,Group E,3,T-22,3,1,0,2,3,6,3,0
453,454,WC-2010,1,group stage,Group E,4,T-11,3,0,0,3,2,5,0,0
454,455,WC-2010,1,group stage,Group F,1,T-55,3,1,2,0,3,1,5,1
455,456,WC-2010,1,group stage,Group F,2,T-68,3,1,1,1,4,5,4,1
456,457,WC-2010,1,group stage,Group F,3,T-49,3,0,3,0,2,2,3,0
457,458,WC-2010,1,group stage,Group F,4,T-41,3,0,2,1,4,5,2,0
458,459,WC-2010,1,group stage,Group G,1,T-09,3,2,1,0,5,2,7,1
459,460,WC-2010,1,group stage,Group G,2,T-58,3,1,2,0,7,0,5,1
460,461,WC-2010,1,group stage,Group G,3,T-42,3,1,1,1,4,3,4,0
461,462,WC-2010,1,group stage,Group G,4,T-51,3,0,0,3,1,12,0,0
462,463,WC-2010,1,group stage,Group H,1,T-73,3,2,0,1,4,2,6,1
463,464,WC-2010,1,group stage,Group H,2,T-13,3,2,0,1,3,2,6,1
464,465,WC-2010,1,group stage,Group H,3,T-75,3,1,1,1,1,1,4,0
465,466,WC-2010,1,group stage,Group H,4,T-35,3,0,1,2,0,3,1,0
466,467,WC-2011,1,group stage,Group A,1,T-31,3,3,0,0,7,3,9,1
467,468,WC-2011,1,group stage,Group A,2,T-30,3,2,0,1,7,4,6,1
468,469,WC-2011,1,group stage,Group A,3,T-50,3,1,0,2,1,2,3,0
469,470,WC-2011,1,group stage,Group A,4,T-12,3,0,0,3,1,7,0,0
470,471,WC-2011,1,group stage,Group B,1,T-28,3,2,1,0,5,2,7,1
471,472,WC-2011,1,group stage,Group B,2,T-44,3,2,0,1,6,3,6,1
472,473,WC-2011,1,group stage,Group B,3,T-46,3,0,2,1,3,7,2,0
473,474,WC-2011,1,group stage,Group B,4,T-49,3,0,1,2,4,6,1,0
474,475,WC-2011,1,group stage,Group C,1,T-74,3,3,0,0,4,1,9,1
475,476,WC-2011,1,group stage,Group C,2,T-83,3,2,0,1,6,2,6,1
476,477,WC-2011,1,group stage,Group C,3,T-51,3,0,1,2,0,3,1,0
477,478,WC-2011,1,group stage,Group C,4,T-16,3,0,1,2,0,4,1,0
478,479,WC-2011,1,group stage,Group D,1,T-09,3,3,0,0,7,0,9,1
479,480,WC-2011,1,group stage,Group D,2,T-04,3,2,0,1,5,4,6,1
480,481,WC-2011,1,group stage,Group D,3,T-53,3,1,0,2,2,5,3,0
481,482,WC-2011,1,group stage,Group D,4,T-29,3,0,0,3,2,7,0,0
482,483,WC-2014,1,group stage,Group A,1,T-09,3,2,1,0,7,2,7,1
483,484,WC-2014,1,group stage,Group A,2,T-46,3,2,1,0,4,1,7,1
484,485,WC-2014,1,group stage,Group A,3,T-18,3,1,0,2,6,6,3,0
485,486,WC-2014,1,group stage,Group A,4,T-11,3,0,0,3,1,9,0,0
486,487,WC-2014,1,group stage,Group B,1,T-48,3,3,0,0,10,3,9,1
487,488,WC-2014,1,group stage,Group B,2,T-13,3,2,0,1,5,3,6,1
488,489,WC-2014,1,group stage,Group B,3,T-73,3,1,0,2,4,7,3,0
489,490,WC-2014,1,group stage,Group B,4,T-04,3,0,0,3,3,9,0,0
490,491,WC-2014,1,group stage,Group C,1,T-16,3,3,0,0,9,2,9,1
491,492,WC-2014,1,group stage,Group C,2,T-33,3,1,1,1,2,4,4,1
492,493,WC-2014,1,group stage,Group C,3,T-42,3,1,0,2,4,5,3,0
493,494,WC-2014,1,group stage,Group C,4,T-44,3,0,1,2,2,6,1,0
494,495,WC-2014,1,group stage,Group D,1,T-17,3,2,1,0,4,1,7,1
495,496,WC-2014,1,group stage,Group D,2,T-84,3,2,0,1,4,4,6,1
496,497,WC-2014,1,group stage,Group D,3,T-41,3,1,0,2,2,3,3,0
497,498,WC-2014,1,group stage,Group D,4,T-28,3,0,1,2,2,4,1,0
498,499,WC-2014,1,group stage,Group E,1,T-30,3,2,1,0,8,2,7,1
499,500,WC-2014,1,group stage,Group E,2,T-75,3,2,0,1,7,6,6,1
500,501,WC-2014,1,group stage,Group E,3,T-25,3,1,1,1,3,3,4,0
501,502,WC-2014,1,group stage,Group E,4,T-35,3,0,0,3,1,8,0,0
502,503,WC-2014,1,group stage,Group F,1,T-03,3,3,0,0,6,3,9,1
503,504,WC-2014,1,group stage,Group F,2,T-50,3,1,1,1,3,3,4,1
504,505,WC-2014,1,group stage,Group F,3,T-08,3,1,0,2,4,4,3,0
505,506,WC-2014,1,group stage,Group F,4,T-38,3,0,1,2,1,4,1,0
506,507,WC-2014,1,group stage,Group G,1,T-31,3,2,1,0,7,2,7,1
507,508,WC-2014,1,group stage,Group G,2,T-83,3,1,1,1,4,4,4,1
508,509,WC-2014,1,group stage,Group G,3,T-58,3,1,1,1,4,7,4,0
509,510,WC-2014,1,group stage,Group G,4,T-32,3,0,1,2,4,6,1,0
510,511,WC-2014,1,group stage,Group H,1,T-06,3,3,0,0,4,1,9,1
511,512,WC-2014,1,group stage,Group H,2,T-01,3,1,1,1,6,5,4,1
512,513,WC-2014,1,group stage,Group H,3,T-62,3,0,2,1,2,3,2,0
513,514,WC-2014,1,group stage,Group H,4,T-71,3,0,1,2,3,6,1,0
514,515,WC-2015,1,group stage,Group A,1,T-12,3,1,2,0,2,1,5,1
515,516,WC-2015,1,group stage,Group A,2,T-14,3,1,1,1,3,3,4,1
516,517,WC-2015,1,group stage,Group A,3,T-48,3,1,1,1,2,2,4,1
517,518,WC-2015,1,group stage,Group A,4,T-49,3,0,2,1,2,3,2,0
518,519,WC-2015,1,group stage,Group B,1,T-31,3,2,1,0,15,1,7,1
519,520,WC-2015,1,group stage,Group B,2,T-53,3,2,1,0,8,2,7,1
520,521,WC-2015,1,group stage,Group B,3,T-76,3,1,0,2,3,10,3,0
521,522,WC-2015,1,group stage,Group B,4,T-42,3,0,0,3,3,16,0,0
522,523,WC-2015,1,group stage,Group C,1,T-44,3,3,0,0,4,1,9,1
523,524,WC-2015,1,group stage,Group C,2,T-11,3,2,0,1,9,3,6,1
524,525,WC-2015,1,group stage,Group C,3,T-75,3,1,0,2,11,4,3,1
525,526,WC-2015,1,group stage,Group C,4,T-25,3,0,0,3,1,17,0,0
526,527,WC-2015,1,group stage,Group D,1,T-83,3,2,1,0,4,1,7,1
527,528,WC-2015,1,group stage,Group D,2,T-04,3,1,1,1,4,4,4,1
528,529,WC-2015,1,group stage,Group D,3,T-74,3,0,3,0,4,4,3,1
529,530,WC-2015,1,group stage,Group D,4,T-50,3,0,1,2,3,6,1,0
530,531,WC-2015,1,group stage,Group E,1,T-09,3,3,0,0,4,0,9,1
531,532,WC-2015,1,group stage,Group E,2,T-71,3,1,1,1,4,5,4,1
532,533,WC-2015,1,group stage,Group E,3,T-17,3,0,2,1,3,4,2,0
533,534,WC-2015,1,group stage,Group E,4,T-73,3,0,1,2,2,4,1,0
534,535,WC-2015,1,group stage,Group F,1,T-30,3,2,0,1,6,2,6,1
535,536,WC-2015,1,group stage,Group F,2,T-28,3,2,0,1,4,3,6,1
536,537,WC-2015,1,group stage,Group F,3,T-16,3,1,1,1,4,3,4,1
537,538,WC-2015,1,group stage,Group F,4,T-46,3,0,1,2,2,8,1,0
538,539,WC-2018,1,group stage,Group A,1,T-84,3,3,0,0,5,0,9,1
539,540,WC-2018,1,group stage,Group A,2,T-62,3,2,0,1,8,4,6,1
540,541,WC-2018,1,group stage,Group A,3,T-63,3,1,0,2,2,7,3,0
541,542,WC-2018,1,group stage,Group A,4,T-26,3,0,0,3,2,6,0,0
542,543,WC-2018,1,group stage,Group B,1,T-73,3,1,2,0,6,5,5,1
543,544,WC-2018,1,group stage,Group B,2,T-58,3,1,2,0,5,4,5,1
544,545,WC-2018,1,group stage,Group B,3,T-38,3,1,1,1,2,2,4,0
545,546,WC-2018,1,group stage,Group B,4,T-47,3,0,1,2,2,4,1,0
546,547,WC-2018,1,group stage,Group C,1,T-30,3,2,1,0,3,1,7,1
547,548,WC-2018,1,group stage,Group C,2,T-22,3,1,2,0,2,1,5,1
548,549,WC-2018,1,group stage,Group C,3,T-56,3,1,0,2,2,2,3,0
549,550,WC-2018,1,group stage,Group C,4,T-04,3,0,1,2,2,5,1,0
550,551,WC-2018,1,group stage,Group D,1,T-18,3,3,0,0,7,1,9,1
551,552,WC-2018,1,group stage,Group D,2,T-03,3,1,1,1,3,5,4,1
552,553,WC-2018,1,group stage,Group D,3,T-50,3,1,0,2,3,4,3,0
553,554,WC-2018,1,group stage,Group D,4,T-37,3,0,1,2,2,5,1,0
554,555,WC-2018,1,group stage,Group E,1,T-09,3,2,1,0,5,1,7,1
555,556,WC-2018,1,group stage,Group E,2,T-75,3,1,2,0,5,4,5,1
556,557,WC-2018,1,group stage,Group E,3,T-66,3,1,0,2,2,4,3,0
557,558,WC-2018,1,group stage,Group E,4,T-17,3,0,1,2,2,5,1,0
558,559,WC-2018,1,group stage,Group F,1,T-74,3,2,0,1,5,2,6,1
559,560,WC-2018,1,group stage,Group F,2,T-46,3,2,0,1,3,4,6,1
560,561,WC-2018,1,group stage,Group F,3,T-71,3,1,0,2,3,3,3,0
561,562,WC-2018,1,group stage,Group F,4,T-31,3,1,0,2,2,4,3,0
562,563,WC-2018,1,group stage,Group G,1,T-06,3,3,0,0,9,2,9,1
563,564,WC-2018,1,group stage,Group G,2,T-28,3,2,0,1,8,3,6,1
564,565,WC-2018,1,group stage,Group G,3,T-79,3,1,0,2,5,8,3,0
565,566,WC-2018,1,group stage,Group G,4,T-54,3,0,0,3,2,11,0,0
566,567,WC-2018,1,group stage,Group H,1,T-16,3,2,0,1,5,2,6,1
567,568,WC-2018,1,group stage,Group H,2,T-44,3,1,1,1,4,4,4,1
568,569,WC-2018,1,group stage,Group H,3,T-65,3,1,1,1,4,4,4,0
569,570,WC-2018,1,group stage,Group H,4,T-57,3,1,0,2,2,5,3,0
570,571,WC-2019,1,group stage,Group A,1,T-30,3,3,0,0,7,1,9,1
571,572,WC-2019,1,group stage,Group A,2,T-53,3,2,0,1,6,3,6,1
572,573,WC-2019,1,group stage,Group A,3,T-50,3,1,0,2,2,4,3,1
573,574,WC-2019,1,group stage,Group A,4,T-71,3,0,0,3,1,8,0,0
574,575,WC-2019,1,group stage,Group B,1,T-31,3,3,0,0,6,0,9,1
575,576,WC-2019,1,group stage,Group B,2,T-73,3,1,1,1,3,2,4,1
576,577,WC-2019,1,group stage,Group B,3,T-14,3,1,1,1,1,1,4,1
577,578,WC-2019,1,group stage,Group B,4,T-70,3,0,0,3,1,8,0,0
578,579,WC-2019,1,group stage,Group C,1,T-41,3,2,0,1,7,2,6,1
579,580,WC-2019,1,group stage,Group C,2,T-04,3,2,0,1,8,5,6,1
580,581,WC-2019,1,group stage,Group C,3,T-09,3,2,0,1,6,3,6,1
581,582,WC-2019,1,group stage,Group C,4,T-43,3,0,0,3,1,12,0,0
582,583,WC-2019,1,group stage,Group D,1,T-28,3,3,0,0,5,1,9,1
583,584,WC-2019,1,group stage,Group D,2,T-44,3,1,1,1,2,3,4,1
584,585,WC-2019,1,group stage,Group D,3,T-03,3,0,2,1,3,4,2,0
585,586,WC-2019,1,group stage,Group D,4,T-64,3,0,1,2,5,7,1,0
586,587,WC-2019,1,group stage,Group E,1,T-48,3,3,0,0,6,2,9,1
587,588,WC-2019,1,group stage,Group E,2,T-12,3,2,0,1,4,2,6,1
588,589,WC-2019,1,group stage,Group E,3,T-11,3,1,0,2,3,5,3,1
589,590,WC-2019,1,group stage,Group E,4,T-49,3,0,0,3,1,5,0,0
590,591,WC-2019,1,group stage,Group F,1,T-83,3,3,0,0,18,0,9,1
591,592,WC-2019,1,group stage,Group F,2,T-74,3,2,0,1,7,3,6,1
592,593,WC-2019,1,group stage,Group F,3,T-13,3,1,0,2,2,5,3,0
593,594,WC-2019,1,group stage,Group F,4,T-76,3,0,0,3,1,20,0,0
594,595,WC-2022,1,group stage,Group A,1,T-48,3,2,1,0,5,1,7,1
595,596,WC-2022,1,group stage,Group A,2,T-65,3,2,0,1,5,4,6,1
596,597,WC-2022,1,group stage,Group A,3,T-25,3,1,1,1,4,3,4,0
597,598,WC-2022,1,group stage,Group A,4,T-59,3,0,0,3,1,7,0,0
598,599,WC-2022,1,group stage,Group B,1,T-28,3,2,1,0,9,2,7,1
599,600,WC-2022,1,group stage,Group B,2,T-83,3,1,2,0,2,1,5,1
600,601,WC-2022,1,group stage,Group B,3,T-38,3,1,0,2,4,7,3,0
601,602,WC-2022,1,group stage,Group B,4,T-85,3,0,1,2,1,6,1,0
602,603,WC-2022,1,group stage,Group C,1,T-03,3,2,0,1,5,2,6,1
603,604,WC-2022,1,group stage,Group C,2,T-57,3,1,1,1,2,2,4,1
604,605,WC-2022,1,group stage,Group C,3,T-46,3,1,1,1,2,3,4,0
605,606,WC-2022,1,group stage,Group C,4,T-63,3,1,0,2,3,5,3,0
606,607,WC-2022,1,group stage,Group D,1,T-30,3,2,0,1,6,3,6,1
607,608,WC-2022,1,group stage,Group D,2,T-04,3,2,0,1,3,4,6,1
608,609,WC-2022,1,group stage,Group D,3,T-79,3,1,1,1,1,1,4,0
609,610,WC-2022,1,group stage,Group D,4,T-22,3,0,1,2,1,3,1,0
610,611,WC-2022,1,group stage,Group E,1,T-44,3,2,0,1,4,3,6,1
611,612,WC-2022,1,group stage,Group E,2,T-73,3,1,1,1,9,3,4,1
612,613,WC-2022,1,group stage,Group E,3,T-31,3,1,1,1,6,5,4,0
613,614,WC-2022,1,group stage,Group E,4,T-17,3,1,0,2,3,11,3,0
614,615,WC-2022,1,group stage,Group F,1,T-47,3,2,1,0,4,1,7,1
615,616,WC-2022,1,group stage,Group F,2,T-18,3,1,2,0,4,1,5,1
616,617,WC-2022,1,group stage,Group F,3,T-06,3,1,1,1,1,2,4,0
617,618,WC-2022,1,group stage,Group F,4,T-12,3,0,0,3,2,7,0,0
618,619,WC-2022,1,group stage,Group G,1,T-09,3,2,0,1,3,1,6,1
619,620,WC-2022,1,group stage,Group G,2,T-75,3,2,0,1,4,3,6,1
620,621,WC-2022,1,group stage,Group G,3,T-11,3,1,1,1,4,4,4,0
621,622,WC-2022,1,group stage,Group G,4,T-66,3,0,1,2,5,8,1,0
622,623,WC-2022,1,group stage,Group H,1,T-58,3,2,0,1,6,4,6,1
623,624,WC-2022,1,group stage,Group H,2,T-71,3,1,1,1,4,4,4,1
624,625,WC-2022,1,group stage,Group H,3,T-84,3,1,1,1,2,2,4,0
625,626,WC-2022,1,group stage,Group H,4,T-32,3,1,0,2,5,7,3,0
